,Folder,,,File,,Species 1,Species 2+,Note
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,FE8F8481-D95C-43FF-A278-15FB4C3EBEB4_123.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,FEAFB16F-E4D1-46B8-B457-DFC1238D14E5_27.flac,,Unknown high-pitched call,kaka,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,FF38BE30-62FE-449B-BA92-0E7FCB8A2F33_37.flac,,Unknown high-pitched call,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,FFBF4BFC-9E8D-4240-AE1B-F614FBE7E9EB_297.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,G169_BIRP_20211104_014504_000.flac,,Morepork,,
DOC_003_XenoCanto,DOC_003_XenoCanto,train_audio,gretea1,gretea1_382778_2.flac,,,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,weka1,H158_BIRA_20210130_053010_000.flac,,weka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,H158_BIRM_120309_115830_020.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,weka1,H158_BIRX_151013_202952_000.flac,,weka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,pipipi1,H159_BIRX_140111_082935_006.flac,,Tui/bellbird,"?fantail, kaka",
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,H170_BIRD_111130_085925_025.flac,,silvereye,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,comred,H171_BIRA_131204_093008_007.flac,,silvereye,?,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,eurbla,I158_BIRP_111210_085925_000.flac,,Grey warbler,"blackbird, tomtit",
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,I158_BIRP_111210_085925_020.flac,,Tui/bellbird,Grey warbler,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,I158_BIRP_111210_114334_003.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,I158_BIRP_111210_115829_013.flac,,Tui/bellbird,?,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,I158_BIRX_160111_014315_000.flac,,Long-tailed cuckoo,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,I161_BIRP_111207_082934_017.flac,,Grey warbler,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,I161_BIRP_111207_085925_037.flac,,Tui/bellbird,"Tomtit, unknown high-pitch call",
DOC_001_Tier1,DOC_001_Tier1,train_audio,eursta,I167_BIRA_111130_101402_024.flac,,blackbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,I167_BIRM_111130_085925_054.flac,,Tomtit,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,I171_BIRA_20211029_234505_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,I171_BIRP_161029_234353_001.flac,,Long-tailed cuckoo,morepork,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,J169_BIRP_171101_054208_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,skylar,J170_BIRA_131206_084456_029.flac,,Weta,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,J171_BIRX_141205_232857_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,J171_BIRX_141206_032744_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,kea1,K169_BIRD_171119_221420_000.flac,,Kea,,
DOC_003_XenoCanto,DOC_003_XenoCanto,train_audio,kea1,kea1_526697_2.flac,,,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,L153_BIRA_131209_085924_024.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,sobkiw2,L163_BIRP_20211014_031506_000.flac,,kiwi,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,L169_BIRX_111126_085925_020.flac,,Grey warbler,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,L170_BIRM_131020_085925_039.flac,,Grey warbler,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,gryger1,L170_BIRX_131020_111344_009.flac,,Grey warbler,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,M161_BIRP_171125_035735_000.flac,,Long-tailed cuckoo,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,M170_BIRD_131023_114334_019.flac,,Tomtit,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,sobkiw2,N154_BIRM_160113_024257_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,N165_BIRA_111220_111344_018.flac,,Chaffinch,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,N165_BIRD_111221_085925_058.flac,,Silvereye,Fantail,
DOC_001_Tier1,DOC_001_Tier1,train_audio,eursta,N165_BIRP_111220_102857_000.flac,,silvereye,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,N165_BIRP_20201017_203006_000.flac,,,,Poor quality
DOC_003_XenoCanto,DOC_003_XenoCanto,train_audio,nezbel1,nezbel1_858135_2.flac,,,,
DOC_003_XenoCanto,DOC_003_XenoCanto,train_audio,nibkiw1,nibkiw1_521538_1.flac,,,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,O149_BIRX_150107_044220_000.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,O154_BIRM_180112_024258_000.flac,,Long-tailed cuckoo,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,O164_BIRM_111116_035734_002.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,riflem1,P156_BIRA_120117_085925_025.flac,,Tui/bellbird,"Unknown high-pitched call, silvereye",
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezfan1,P156_BIRM_120117_102857_003.flac,,Unknown high-pitched call,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezrob3,Q153_BIRX_120118_085925_000.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,Q154_BIRD_20201125_001504_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,Q154_BIRM_20201124_231506_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,Q163_BIRA_140220_085925_000.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,Q184_BIRD_20210109_224506_003.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,Q184_BIRP_120209_085925_032.flac,,Unknown high-pitched call,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,yefpar3,Q184_BIRP_120209_095906_000.flac,,weta,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,weka1,Q185_BIRX_170308_222916_000.flac,,Korora,weka,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,R149_BIRD_120214_104353_049.flac,,Kaka,"Unknown high-pitched call, tui/bellbird",
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,R149_BIRM_120215_085926_014.flac,,Unknown high-pitched call,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,pipipi1,R149_BIRX_120214_085925_004.flac,,Tui/bellbird,"Tomtit, ?",
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezfan1,R149_BIRX_120214_094411_019.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,R149_BIRX_120214_094411_056.flac,,Tui/bellbird,Fantail,
DOC_001_Tier1,DOC_001_Tier1,train_audio,weka1,R151_BIRP_20220108_224504_000.flac,,weka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,R152_BIRM_20210203_033003_000.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,R158_BIRM_131001_085925_068.flac,,Chaffinch,Tomtit,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comred,R165_BIRD_131218_121325_032.flac,,?,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,R180_BIRP_120402_085925_018.flac,,Grey warbler,"Tui/bellbird, tomtit",
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,R180_BIRP_120403_085925_052.flac,,Tui/bellbird,Tomtit,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,R182_BIRP_131119_085925_034.flac,,Tomtit,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,S146_BIRA_140302_004427_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,S156_BIRP_131211_112839_015.flac,,Chaffinch,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,S157_BIRX_161105_034238_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,S183_BIRA_131119_085925_017.flac,,Tui/bellbird,,
DOC_003_XenoCanto,DOC_003_XenoCanto,train_audio,sackin1,sackin1_157503_1.flac,,,,
DOC_003_XenoCanto,DOC_003_XenoCanto,train_audio,stitch1,stitch1_33759_2.flac,,,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,T144_BIRA_131102_085925_058.flac,,Tomtit,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,pipipi1,T144_BIRD_131102_082935_000.flac,,Grey warbler,"Tui/bellbird, unknown high-pitch call",
DOC_001_Tier1,DOC_001_Tier1,train_audio,silver3,T144_BIRD_131102_091421_017.flac,,Tomtit,"Unknown high-pitched call, grey warbler",
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,T146_BIRD_181013_031249_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,sonthr1,T155_BIRA_131104_085925_026.flac,,Tui/bellbird,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,comcha,T155_BIRX_131104_085925_005.flac,,Chaffinch,morepork,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,T179_BIRP_131124_085925_022.flac,,Tomtit,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,T180_BIRA_131117_085925_017.flac,,Tomtit,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,T180_BIRA_190218_005829_001.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,T182_BIRA_120210_085925_052.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezbel1,T182_BIRP_120210_085925_019.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,sobkiw2,T182_BIRP_160317_051212_000.flac,,?,,
DOC_003_XenoCanto,DOC_003_XenoCanto,train_audio,tui1,tui1_858184_1.flac,,,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,U142_BIRA_151208_222916_002.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,U142_BIRM_151209_032743_000.flac,,Robin,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,U142_BIRX_20210110_033007_000.flac,,Long-tailed cuckoo,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,U144_BIRM_131031_085952_036.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,riflem1,U159_BIRD_120303_085925_005.flac,,Unknown high-pitched call,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,U181_BIRP_20220306_013003_000.flac,,Morepork,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,sobkiw2,U182_BIRP_200311_032744_000.flac,,kiwi,,
DOC_003_XenoCanto,DOC_003_XenoCanto,train_audio,varoys1,varoys1_206975_2.flac,,,,
DOC_003_XenoCanto,DOC_003_XenoCanto,train_audio,varoys1,varoys1_207639_1.flac,,,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,lotkoe1,X141_BIRA_141105_214429_000.flac,,,,Poor quality
DOC_001_Tier1,DOC_001_Tier1,train_audio,nezkak1,Y140_BIRM_161015_201457_001.flac,,kaka,,
DOC_001_Tier1,DOC_001_Tier1,train_audio,morepo2,Y143_BIRX_141108_034240_004.flac,,Morepork,Long tailed cuckoo,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tomtit1,Z141_BIRA_131220_092915_032.flac,,Tomtit,Unknown high-pitched call,
DOC_001_Tier1,DOC_001_Tier1,train_audio,tui1,Z141_BIRM_131220_085924_015.flac,,Tui/bellbird,Unknown high-pitched call,
